asin,reviewText,summary,size,color,image_urls,overall
B014IBJKNO,"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",Good indoor training shoes, 6 M US, Black,,3
B014IBJKNO,Perf.,So Perf., 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Best shoes ever!!!,Five Stars, 7.5 M US, Ocean Fog/Blue Grey/Mango,,5
B014IBJKNO,Fit good,Five Stars, 8 M US, Grey,,5
B014IBJKNO,I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!,Great work out shoe, 9 M US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,"I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!",I love these shoes so much that I reordered another pair ..., 9 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B014IBJKNO,Love these sneakers. Light weight and comfortable even without socks.,"Comfortable, light weight, nice.", 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Nice product,Four Stars, 8 M US, Black/White/Anthracite/Stealth,,4
B014IBJKNO,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,I feel like this pair of shoes was made for my feet, 11 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!,Awesome shoes!!!, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.",Just wasn't what i was looking for, 9.5 M US, Black/White/Anthracite/Stealth,,3
B014IBJKNO,"So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.","So comfortable, I don't even feel like I have a ...", 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,they are very comfortable feel like you have nothing on.,Five Stars, 9 M US, Racer Blue/Obsidian/Blue Tint,,5
B014IBJKNO,My favorite nike shoe,Five Stars, 8 M US, Black/Wolf Grey/White/Pink,,5
B014IBJKNO,Super comfortable and extremely lightweight. Great for crossfit!,Five Stars, 7.5 M US, Ocean Fog/Blue Grey/Mango,,5
B014IBJKNO,Beautiful I love them comfy,Five Stars, 7.5 M US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,I've not even had them a month and the bottom is coming off. I'm not happy!,Falling apart already!!, 8.5 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,1
B014IBJKNO,Love them! Fit exactly as expected in length and width! I would definitely buy these again.,Five Stars, 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Great shoes,Five Stars, 7 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"My second pair, love the fit, light weight and great support.",love the fit, 10 M US, Wolf Grey/Platinum/White/Crimson,,5
B014IBJKNO,I have wide feet and these were too narrow but very nice looking.,Nike, 9 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,4
B014IBJKNO,Ugh... way to large - is this for a man?,Nope, 10 M US, Black/White/Anthracite/Stealth,,3
B014IBJKNO,The shoe fit has expected. It is comfortable.,It is comfortable., 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"They fit great, look great, are quite comfortable and are just what I was looking for!",Perfect cross trainers, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",Great training shoes, 7.5 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,"https://images-na.ssl-images-amazon.com/images/I/714tarywrwL._SY88.jpg, https://images-na.ssl-images-amazon.com/images/I/718Y-qb+NUL._SY88.jpg, https://images-na.ssl-images-amazon.com/images/I/81mJY5XtKRL._SY88.jpg",5
B014IBJKNO,"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",Amazing training Sneakers., 10 M US, Cool Grey/Pure Platinum/White/Volt,"https://images-na.ssl-images-amazon.com/images/I/71v+pR+F9YL._SY88.jpg, https://images-na.ssl-images-amazon.com/images/I/71wI75LkECL._SY88.jpg, https://images-na.ssl-images-amazon.com/images/I/71dpEwMzFpL._SY88.jpg",5
B014IBJKNO,Wife happy with fit.,HIIT shoes, 8 M US, Black/White/Anthracite/Stealth,,4
B014IBJKNO,They run big. Order a full size smaller.,Four Stars, 8 M US, Grey,,4
B014IBJKNO,"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",Lack support but overall good shoe, 9 B(M) US, Black/White/Anthracite/Stealth,,3
B014IBJKNO,"Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.",Adorable shoes, 6.5 M US, White/Hyper Pink/Pure Platinum/Wolf Grey,,5
B014IBJKNO,Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,Wide sneaker for wide feet, 9.5 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B014IBJKNO,I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,I've been using these to exercise and they are nice a roomy and allow my feet to breath, 8.5 M US, Cool Grey/Pure Platinum/White/Volt,,5
B014IBJKNO,Comfortable from the start and very light.,Five Stars, 9.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,As expected.,Five Stars, 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.",Great training shoes, 6.5 M US, White/Hyper Pink/Pure Platinum/Wolf Grey,,4
B014IBJKNO,"I love these and have them in a light blue too. Very light weight, airy, and comfortable.",Five Stars, 6.5 B(M) US, Pink Blast/Stealth/Hyper Pink/White,,5
B014IBJKNO,good quality,Five Stars, 7.5 M US, Black/Wolf Grey/White/Pink,,5
B014IBJKNO,Very comfortable sneakers and I also like the way it fits.,Four Stars, 7.5 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,4
B014IBJKNO,"Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted",and they were great! Super comfortable, 7 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,4
B014IBJKNO,Comfortable and lightweight.,Five Stars, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.",I love these shoes my second pair of 40 plus $ ..., 9 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B014IBJKNO,"They fit as expected and perfect for training, the shoelaces are a little bit too long. Other than that these shoes are as I expected them !",They fit as expected and perfect for training, 8 M US, Black/White/Anthracite/Stealth,,4
B014IBJKNO,Extremely well fitting and light weight,Five Stars, 7 M US, Grey,,5
B014IBJKNO,Perfect,Five Stars, 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Love them,Five Stars, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday, 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Fast shipping and turned out as expected. Couldn't be happier.,Great shoes, 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,Love these shoes, 6 M US, black,,5
B014IBJKNO,Love these shoes for circuit training.,Five Stars, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Super comfortable. I joined Cross Fit and this is the perfect shoe.,Super comfortable. I joined Cross Fit and this is ..., 11 M US, Black/White/Anthracite/Stealth,,4
B014IBJKNO,just do it :),Five Stars, 10 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B014IBJKNO,"Love these, comfortable, light weight, great fit.",Sooo comfortable, 7.5 M US, Cool Grey/Volt/Pure Platinum,,5
B014IBJKNO,I love this show.,So happy., 9.5 M US, Cool Grey/Pure Platinum/White/Volt,,5
B014IBJKNO,"The shoes are true to size. I am used to wearing running shoes so these have been an adjustment. Overall, the shoe is nice and provides well for my HIIT and Grit classes I take.",the shoe is nice and provides well for my HIIT and Grit classes ..., 11 M US, Cool Grey/Volt/Pure Platinum,,4
B014IBJKNO,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them.,"Look amazing, runs slightly big.", 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Very comfortable.,Four Stars, 10 M US, Black/White/Anthracite/Stealth,,4
B014IBJKNO,Very nice shoes.  Comfortable.,Five Stars, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Very comfortable. I love wearing them.,Five Stars, 10 M US, White/Hyper Pink/Pure Platinum/Wolf Grey,,5
B014IBJKNO,Great fit so comfortable love them!!!!!,Five Stars, 9.5 M US, Wolf Grey/Platinum/White/Crimson,,5
B014IBJKNO,A nice lightweight shoe. Not a lot of cushion so I wouldn't run long distances in them.,Decent little shoe for the price., 9.5 M US, Black/White/Anthracite/Stealth,,4
B014IBJKNO,I really love these shoes.  They are attractive and very comfortable.  They work well for my daily workout and fit well.,Attractive and fit well, 7.5 M US, Cool Grey/Volt/Pure Platinum,,5
B014IBJKNO,Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8.,Runs large, 10 M US, Black/Wolf Grey/White/Pink,,2
B014IBJKNO,Ordered 9(m) received 9 Wide for the second time. Returned them for the second time.,One Star, 9 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,1
B014IBJKNO,Nice shoes,Five Stars, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"This is my second pair of these shoes.  I love the fit and they provide support for walking.  I like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  Try them!",I love the fit and they provide support for walking, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.",Good Shoes!, 8.5 M US, Cool Grey/Rage Green/Hyper Turquoise,https://images-na.ssl-images-amazon.com/images/I/81liejjyHVL._SY88.jpg,5
B014IBJKNO,Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light.,Great shoes, 9 M US, Racer Blue/Obsidian/Blue Tint,,5
B014IBJKNO,Serves intended purpose,Good shoe, 10 M US, Wolf Grey/Platinum/White/Crimson,,4
B014IBJKNO,They are super comfortable. Loving them.,Five Stars, 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,I have gotten so many compliments on the blue color and look of this shoe.  It is super comfortable.  The grip is wonderful for my indoor gym cross training classes.  I always order a half size larger in Nike brand shoes and thy fit perfectly as I did with this shoe.,Love These Shoes!, 8 M US, Racer Blue/Obsidian/Blue Tint,,5
B014IBJKNO,"Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.",Not my favorites..., 10 M US, Wolf Grey/Platinum/White/Crimson,,3
B014IBJKNO,"Perfect for the gym, could use a little more support in the toe area but very comfortable and light. Fit true to size.",Perfect for the gym, 8 M US, Grey,,4
